City,Year,Shell,Volume,Mileage,Transmission,Rudder,Gear,CustomsCleared,Type Engine,Company,Model,Price
Кызылорда,2019,кроссовер,2.0,19963,вариатор,слева,передний привод,Да,дизель,Renault Samsung,QM6,7950000
Павлодар,2012,седан,1.6,96000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2110 (седан),1400000
Актобе,2003,хэтчбек,1.5,99999,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2112 (хэтчбек),370000
Рудный,2007,седан,5.0,300000,автомат,слева,задний привод,Нет,бензин,Mercedes-Benz,S 500,4500000
Алматы,2015,седан,2.5,78000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,10700000
Усть-Каменогорск,2006,седан,2.4,194000,автомат,слева,передний привод,Да,бензин,Honda,Accord,3400000
Семей,2007,внедорожник,3.5,170000,автомат,слева,полный привод,Нет,бензин,Nissan,Murano,3200000
Карабалык (Карабалыкский р-н),2008,седан,1.5,205500,механика,слева,передний привод,Нет,бензин,Daewoo,Nexia,750000
Тараз,2005,универсал,2.0,260000,механика,слева,передний привод,Нет,газ-бензин,Nissan,Primera,2200000
Павлодар,2004,универсал,3.0,257000,механика,слева,полный привод,Нет,бензин,Mitsubishi,Pajero Sport,3900000
Шымкент,1992,хэтчбек,2.0,3610000,механика,слева,передний привод,Да,бензин,Opel,Vectra,650000
Степногорск,2012,хэтчбек,1.8,151000,автомат,слева,передний привод,Да,бензин,Chevrolet,Cruze,4000000
Алматы,2007,внедорожник,4.0,178000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,13800000
Кызылорда,2014,седан,1.6,65000,механика,слева,передний привод,Да,бензин,Kia,Rio,4499999
Тараз,1990,седан,1.8,123,механика,слева,передний привод,Да,бензин,Volkswagen,Jetta,900000
Алматы,1996,хэтчбек,2.0,296000,механика,слева,передний привод,Да,бензин,Mazda,Cronos,1350000
Караганда,1996,микроавтобус,2.5,555000,механика,слева,передний привод,Да,дизель,Volkswagen,Multivan,4500000
Нур-Султан (Астана),2007,седан,2.0,274000,автомат,слева,полный привод,Да,бензин,Subaru,Legacy,4890000
Усть-Каменогорск,1999,седан,2.0,200000,механика,слева,задний привод,Нет,бензин,BMW,520,1500000
Нур-Султан (Астана),2018,седан,2.0,75000,автомат,слева,передний привод,Да,бензин,Hyundai,Elantra,7900000
Алматы,2014,хэтчбек,1.4,116000,типтроник,слева,передний привод,Да,бензин,Kia,Rio,4300000
Нур-Султан (Астана),2008,седан,3.5,150000,автомат,слева,полный привод,Нет,бензин,Mercedes-Benz,E 350,4500000
Алматы,2004,кроссовер,2.4,130000,автомат,слева,полный привод,Да,бензин,Toyota,RAV 4,5500000
Петропавловск,2007,хэтчбек,1.5,119000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),950000
Усть-Каменогорск,1994,седан,2.8,400000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,E 280,2200000
Атырау,2012,универсал,1.6,148000,механика,слева,передний привод,Да,газ-бензин,ВАЗ (Lada),2171 (универсал),2100000
Алматы,1998,универсал,2.2,115000,автомат,справа,передний привод,Да,бензин,Toyota,Camry Gracia,2700000
Костанай,2004,хэтчбек,1.6,149000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2112 (хэтчбек),650000
Алматы,2010,внедорожник,5.6,159000,автомат,слева,полный привод,Да,бензин,Nissan,Patrol,8200000
Атырау,2014,кроссовер,1.6,170000,механика,слева,передний привод,Да,бензин,Kia,Soul,4100000
Алматы,2006,внедорожник,3.5,175381,автомат,слева,полный привод,Да,бензин,Hummer,H3,7000000
Алматы,2014,седан,2.5,79830,вариатор,слева,передний привод,Да,бензин,Nissan,Teana,6500000
Нур-Султан (Астана),2019,кроссовер,2.0,20000,вариатор,слева,полный привод,Да,бензин,Toyota,RAV 4,14000000
Алматы,1996,хэтчбек,2.0,394444,механика,слева,передний привод,Да,бензин,Volkswagen,Golf,1400000
Кентау,1992,минивэн,2.4,123456,механика,слева,задний привод,Да,газ-бензин,Toyota,Previa,1500000
Шымкент,1999,седан,1.5,290000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2110 (седан),480000
Алматы,2012,внедорожник,4.6,137000,автомат,слева,полный привод,Да,газ-бензин,Toyota,Land Cruiser,19000000
Алматы,1993,седан,1.8,320000,механика,слева,передний привод,Да,бензин,Mitsubishi,Galant,800000
Уральск,2019,универсал,1.8,45200,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),Vesta,5034700
Петропавловск,2008,кроссовер,2.3,180000,типтроник,слева,полный привод,Нет,бензин,Mazda,CX-7,3500000
Алматы,2012,минивэн,2.2,39000,типтроник,слева,полный привод,Да,дизель,Mercedes-Benz,Viano,13000000
Айтеке би,1997,седан,3.0,4999886,механика,слева,передний привод,Нет,газ-бензин,Nissan,Maxima,800000
Актау,2012,внедорожник,2.9,100000,механика,слева,полный привод,Да,газ-бензин,УАЗ,Hunter,3000000
Атырау,2010,седан,1.6,202000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2170 (седан),850000
Талдыкорган,1996,седан,2.6,180000,автомат,слева,передний привод,Да,бензин,Audi,A4,1650000
Алматы,2015,кроссовер,3.5,68000,типтроник,слева,полный привод,Да,бензин,Toyota,Highlander,14000000
Алматы,2006,седан,2.9,219000,автомат,слева,передний привод,Да,бензин,Kia,Opirus,2350000
Караганда,2010,седан,3.6,282000,автомат,слева,полный привод,Нет,бензин,Mercedes-Benz,S 350,5800000
Алматы,2009,внедорожник,4.7,181260,типтроник,слева,полный привод,Да,бензин,Toyota,Sequoia,11300000
Усть-Каменогорск,1993,хэтчбек,1.6,100,механика,слева,передний привод,Да,бензин,Volkswagen,Golf,850000
